"subject","block","leftpoints","rightpoints","responselocation","rsi","rt","blocktime","transcode","stimrep","current_pv","other_pv","difference","subject_error","rt_mean","rt_sd"
1,1,6,3,"left",1100,2737,182.62,0,0,6,3,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,8,10,"right",200,1443,182.62,1,1,8,10,2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,10,"right",200,826,182.62,0,1,10,4,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,1,10,1,"left",1100,597,182.62,1,1,1,10,9,0.0225846925972397,1067.24709302326,871.000777932449
1,1,6,10,"right",200,1127,182.62,1,0,6,10,4,0.0225846925972397,1067.24709302326,871.000777932449
1,1,3,4,"right",200,859,182.62,0,0,4,3,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,8,7,"left",1100,426,182.62,1,0,7,8,1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,5,"right",1100,811,182.62,1,0,4,5,1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,8,6,"left",1100,1516,182.62,1,0,6,8,2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,10,3,"left",200,1440,182.62,0,0,10,3,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,1,5,10,"right",200,2503,182.62,1,0,5,10,5,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,10,"right",1100,497,182.62,1,1,4,10,6,0.0225846925972397,1067.24709302326,871.000777932449
1,1,3,7,"right",200,1431,182.62,0,1,7,3,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,1,8,8,"left",200,3289,182.62,1,0,8,8,0,0.0225846925972397,1067.24709302326,871.000777932449
1,1,2,2,"left",1100,748,182.62,0,0,2,2,0,0.0225846925972397,1067.24709302326,871.000777932449
1,1,3,2,"left",200,3455,182.62,0,0,3,2,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,8,6,"left",1100,1236,182.62,0,1,8,6,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,3,4,"right",200,1459,182.62,1,0,3,4,1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,2,7,"right",1100,1458,182.62,0,0,7,2,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,8,"right",1100,425,182.62,0,0,8,4,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,1,3,6,"right",1100,458,182.62,0,0,6,3,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,8,"right",1100,505,182.62,0,0,8,4,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,1,8,2,"right",1100,559,182.62,0,0,2,8,6,0.0225846925972397,1067.24709302326,871.000777932449
1,1,6,3,"left",200,1826,182.62,1,0,3,6,3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,3,3,"left",1100,858,182.62,0,0,3,3,0,0.0225846925972397,1067.24709302326,871.000777932449
1,1,3,1,"left",200,1497,182.62,0,1,3,1,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,1,9,"right",1100,694,182.62,1,0,1,9,8,0.0225846925972397,1067.24709302326,871.000777932449
1,1,2,5,"right",1100,2196,182.62,0,0,5,2,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,7,2,"left",200,1931,182.62,1,0,2,7,5,0.0225846925972397,1067.24709302326,871.000777932449
1,1,6,5,"left",1100,487,182.62,0,1,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,9,7,"left",200,669,182.62,0,1,9,7,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,7,10,"right",1100,1076,182.62,1,0,7,10,3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,9,2,"left",1100,1274,182.62,1,0,2,9,7,0.0225846925972397,1067.24709302326,871.000777932449
1,1,3,6,"right",1100,1608,182.62,1,0,3,6,3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,6,5,"left",1100,3744,182.62,1,0,5,6,1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,8,1,"left",1100,353,182.62,0,0,8,1,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,9,"right",200,1437,182.62,1,1,4,9,5,0.0225846925972397,1067.24709302326,871.000777932449
1,1,8,6,"left",200,2340,182.62,1,0,6,8,2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,9,7,"left",1100,895,182.62,0,0,9,7,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,5,7,"left",200,524,182.62,0,0,5,7,2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,5,9,"right",200,2009,182.62,1,1,5,9,4,0.0225846925972397,1067.24709302326,871.000777932449
1,1,10,3,"left",200,2953,182.62,1,0,3,10,7,0.0225846925972397,1067.24709302326,871.000777932449
1,1,8,5,"left",200,3818,182.62,0,0,8,5,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,5,8,"right",200,2280,182.62,1,0,5,8,3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,9,"right",200,6445,182.62,0,0,9,4,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,1,5,6,"right",1100,2399,182.62,0,1,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,7,9,"right",200,759,182.62,0,0,9,7,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,6,4,"left",200,2258,182.62,1,0,4,6,2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,2,1,"left",1100,1256,182.62,0,0,2,1,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,1,1,"right",200,1175,182.62,1,1,1,1,0,0.0225846925972397,1067.24709302326,871.000777932449
1,1,3,1,"left",1100,2425,182.62,1,0,1,3,2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,5,1,"left",1100,440,182.62,0,1,5,1,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,1,9,8,"left",1100,680,182.62,0,0,9,8,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,5,3,"left",1100,1751,182.62,0,0,5,3,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,9,1,"left",1100,569,182.62,0,1,9,1,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,1,9,6,"right",200,724,182.62,1,0,9,6,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,6,2,"left",200,1337,182.62,1,1,2,6,4,0.0225846925972397,1067.24709302326,871.000777932449
1,1,6,5,"left",200,5228,182.62,0,1,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,1,"left",200,4167,182.62,0,1,4,1,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,1,6,6,"left",200,1439,182.62,0,1,6,6,0,0.0225846925972397,1067.24709302326,871.000777932449
1,1,7,3,"left",1100,1646,182.62,0,0,7,3,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,10,"right",1100,1541,182.62,1,0,4,10,6,0.0225846925972397,1067.24709302326,871.000777932449
1,1,5,3,"left",200,6128,182.62,1,1,3,5,2,0.0225846925972397,1067.24709302326,871.000777932449
1,1,10,5,"left",1100,615,182.62,0,0,10,5,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,1,9,9,"left",200,1616,182.62,0,0,9,9,0,0.0225846925972397,1067.24709302326,871.000777932449
1,1,1,6,"right",200,960,182.62,1,0,1,6,5,0.0225846925972397,1067.24709302326,871.000777932449
1,1,10,10,"right",200,1443,182.62,0,0,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,1,4,5,"right",1100,1170,182.62,0,1,5,4,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,10,"right",1100,1014,151.392,1,1,7,10,3,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,8,"left",1100,2375,151.392,1,0,8,9,1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,1,"left",1100,528,151.392,0,0,9,1,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,2,8,2,"left",1100,1205,151.392,0,0,8,2,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,2,1,9,"right",1100,502,151.392,1,0,1,9,8,0.0225846925972397,1067.24709302326,871.000777932449
1,2,6,6,"right",200,659,151.392,0,1,6,6,0,0.0225846925972397,1067.24709302326,871.000777932449
1,2,4,5,"right",1100,659,151.392,0,0,5,4,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,3,4,"right",1100,2466,151.392,0,0,4,3,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,3,4,"right",200,872,151.392,0,0,4,3,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,6,"left",200,1910,151.392,1,0,6,9,3,0.0225846925972397,1067.24709302326,871.000777932449
1,2,4,6,"right",1100,1514,151.392,1,0,4,6,2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,9,"right",1100,559,151.392,0,1,9,7,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,2,"left",1100,698,151.392,1,0,2,9,7,0.0225846925972397,1067.24709302326,871.000777932449
1,2,2,1,"left",200,2016,151.392,0,0,2,1,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,8,4,"left",1100,2055,151.392,0,1,8,4,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,2,1,2,"right",1100,413,151.392,1,0,1,2,1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,2,"left",200,2095,151.392,1,0,2,9,7,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,7,"left",200,979,151.392,0,0,9,7,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,7,"left",1100,518,151.392,0,1,7,7,0,0.0225846925972397,1067.24709302326,871.000777932449
1,2,4,4,"left",1100,1603,151.392,0,0,4,4,0,0.0225846925972397,1067.24709302326,871.000777932449
1,2,10,2,"left",200,851,151.392,0,0,10,2,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,2,6,3,"left",200,2050,151.392,0,0,6,3,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,2,8,6,"left",1100,576,151.392,0,0,8,6,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,4,9,"right",200,955,151.392,1,0,4,9,5,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,6,"left",200,1550,151.392,1,1,6,7,1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,7,"right",200,1024,151.392,1,0,7,7,0,0.0225846925972397,1067.24709302326,871.000777932449
1,2,2,4,"right",1100,985,151.392,0,1,4,2,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,2,"left",1100,602,151.392,1,0,2,7,5,0.0225846925972397,1067.24709302326,871.000777932449
1,2,8,2,"left",1100,796,151.392,0,0,8,2,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,2,3,6,"right",1100,2638,151.392,1,0,3,6,3,0.0225846925972397,1067.24709302326,871.000777932449
1,2,1,9,"right",1100,372,151.392,0,0,9,1,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,2,10,7,"left",1100,639,151.392,1,1,7,10,3,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,5,"left",1100,631,151.392,0,0,7,5,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,6,5,"left",200,878,151.392,0,0,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,1,7,"right",1100,2509,151.392,1,0,1,7,6,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,3,"left",1100,560,151.392,1,0,3,9,6,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,10,"right",200,2284,151.392,1,1,9,10,1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,3,7,"right",1100,1424,151.392,0,0,7,3,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,2,5,5,"right",200,952,151.392,0,0,5,5,0,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,1,"left",200,1131,151.392,1,0,1,7,6,0.0225846925972397,1067.24709302326,871.000777932449
1,2,8,8,"right",200,1584,151.392,1,1,8,8,0,0.0225846925972397,1067.24709302326,871.000777932449
1,2,3,1,"left",1100,2705,151.392,1,0,1,3,2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,3,7,"right",1100,2132,151.392,1,1,3,7,4,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,6,"left",1100,1247,151.392,1,0,6,9,3,0.0225846925972397,1067.24709302326,871.000777932449
1,2,3,10,"right",200,4151,151.392,1,0,3,10,7,0.0225846925972397,1067.24709302326,871.000777932449
1,2,2,9,"right",200,751,151.392,0,0,9,2,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,2,3,4,"right",200,762,151.392,0,0,4,3,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,2,7,"right",1100,694,151.392,0,1,7,2,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,10,"right",1100,964,151.392,0,0,10,9,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,10,10,"right",1100,639,151.392,0,0,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,2,5,1,"left",1100,1902,151.392,1,1,1,5,4,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,4,"left",1100,634,151.392,0,1,7,4,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,2,7,4,"left",1100,866,151.392,0,0,7,4,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,2,8,6,"left",200,928,151.392,0,0,8,6,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,10,4,"left",1100,757,151.392,0,0,10,4,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,9,"right",200,1904,151.392,1,0,9,9,0,0.0225846925972397,1067.24709302326,871.000777932449
1,2,5,7,"right",1100,1508,151.392,0,0,7,5,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,6,4,"left",200,1153,151.392,1,0,4,6,2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,4,8,"right",1100,1780,151.392,1,1,4,8,4,0.0225846925972397,1067.24709302326,871.000777932449
1,2,2,8,"right",200,1605,151.392,0,0,8,2,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,7,"left",200,2021,151.392,1,1,7,9,2,0.0225846925972397,1067.24709302326,871.000777932449
1,2,2,10,"right",200,1797,151.392,1,1,2,10,8,0.0225846925972397,1067.24709302326,871.000777932449
1,2,2,1,"left",200,2230,151.392,1,0,1,2,1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,3,7,"right",200,1213,151.392,1,0,3,7,4,0.0225846925972397,1067.24709302326,871.000777932449
1,2,4,5,"right",1100,2046,151.392,0,0,5,4,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,9,1,"left",1100,812,151.392,1,0,1,9,8,0.0225846925972397,1067.24709302326,871.000777932449
1,2,6,5,"left",200,1828,151.392,0,0,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,2,5,6,"right",1100,468,151.392,1,1,5,6,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,10,5,"left",1100,372,127.835,0,0,10,5,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,3,10,9,"left",1100,375,127.835,0,0,10,9,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,1,3,"right",200,1226,127.835,1,1,1,3,2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,3,2,"left",1100,1970,127.835,1,0,2,3,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,9,9,"left",200,3164,127.835,0,0,9,9,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,2,5,"right",200,700,127.835,1,0,2,5,3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,10,"right",200,714,127.835,0,0,10,8,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,7,5,"left",200,1455,127.835,1,1,5,7,2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,5,10,"right",1100,430,127.835,1,0,5,10,5,0.0225846925972397,1067.24709302326,871.000777932449
1,3,7,6,"left",1100,1190,127.835,1,0,6,7,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,7,"left",1100,520,127.835,0,0,8,7,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,10,2,"left",200,900,127.835,0,0,10,2,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,3,5,6,"right",1100,633,127.835,1,1,5,6,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,5,8,"right",1100,881,127.835,0,0,8,5,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,2,9,"right",200,607,127.835,0,0,9,2,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,3,5,9,"right",200,713,127.835,0,0,9,5,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,3,1,4,"right",1100,798,127.835,0,1,4,1,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,3,4,"right",1100,616,127.835,0,1,4,3,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,7,6,"left",1100,561,127.835,1,0,6,7,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,7,"left",1100,1172,127.835,0,1,8,7,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,1,"left",200,2446,127.835,0,0,8,1,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,3,5,4,"left",1100,781,127.835,0,1,5,4,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,1,1,"left",200,1407,127.835,0,1,1,1,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,9,5,"left",200,1376,127.835,0,0,9,5,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,3,7,5,"left",1100,1050,127.835,0,0,7,5,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,3,6,"right",1100,521,127.835,1,0,3,6,3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,10,2,"right",1100,630,127.835,0,0,2,10,8,0.0225846925972397,1067.24709302326,871.000777932449
1,3,1,3,"right",200,2750,127.835,0,0,3,1,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,6,4,"left",1100,1352,127.835,1,1,4,6,2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,6,4,"left",200,299,127.835,0,0,6,4,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,9,6,"left",1100,617,127.835,0,0,9,6,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,7,9,"right",200,1200,127.835,1,0,7,9,2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,2,9,"right",1100,673,127.835,0,1,9,2,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,8,"right",200,744,127.835,0,0,8,8,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,9,5,"left",200,1684,127.835,1,0,5,9,4,0.0225846925972397,1067.24709302326,871.000777932449
1,3,9,7,"left",1100,457,127.835,0,1,9,7,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,3,6,"right",200,1472,127.835,1,1,3,6,3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,8,"right",200,1086,127.835,0,1,8,8,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,9,9,"right",1100,780,127.835,0,0,9,9,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,6,10,"right",200,1182,127.835,0,0,10,6,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,3,7,9,"right",200,1160,127.835,0,0,9,7,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,3,3,"right",200,771,127.835,0,1,3,3,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,1,8,"right",200,861,127.835,0,0,8,1,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,3,1,9,"right",200,1028,127.835,0,0,9,1,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,3,4,6,"right",1100,1245,127.835,0,0,6,4,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,2,4,"right",200,1068,127.835,0,0,4,2,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,10,1,"left",200,882,127.835,1,0,1,10,9,0.0225846925972397,1067.24709302326,871.000777932449
1,3,1,2,"right",1100,480,127.835,1,1,1,2,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,10,"right",200,999,127.835,0,1,10,8,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,7,2,"left",200,1168,127.835,1,0,2,7,5,0.0225846925972397,1067.24709302326,871.000777932449
1,3,10,10,"right",200,873,127.835,1,0,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,2,"left",1100,1648,127.835,1,1,2,8,6,0.0225846925972397,1067.24709302326,871.000777932449
1,3,2,5,"right",200,1119,127.835,1,0,2,5,3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,4,4,"right",200,923,127.835,0,0,4,4,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,6,5,"left",200,1376,127.835,1,0,5,6,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,5,5,"right",200,1137,127.835,1,0,5,5,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,6,9,"right",200,837,127.835,0,0,9,6,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,6,3,"left",1100,1101,127.835,1,0,3,6,3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,8,"left",200,2354,127.835,0,0,8,8,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,1,8,"right",200,1371,127.835,1,0,1,8,7,0.0225846925972397,1067.24709302326,871.000777932449
1,3,5,2,"left",200,1869,127.835,1,1,2,5,3,0.0225846925972397,1067.24709302326,871.000777932449
1,3,6,7,"right",1100,2923,127.835,1,1,6,7,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,9,7,"left",1100,413,127.835,1,0,7,9,2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,6,6,"right",200,783,127.835,1,0,6,6,0,0.0225846925972397,1067.24709302326,871.000777932449
1,3,2,8,"right",200,730,127.835,0,0,8,2,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,3,1,3,"right",1100,446,127.835,0,0,3,1,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,3,3,2,"left",200,1319,127.835,1,0,2,3,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,7,8,"right",200,3875,127.835,1,0,7,8,1,0.0225846925972397,1067.24709302326,871.000777932449
1,3,3,7,"right",1100,3902,127.835,0,0,7,3,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,3,8,9,"right",200,632,127.835,0,0,9,8,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,6,8,"right",1100,344,108.576,0,0,8,6,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,10,10,"right",1100,332,108.576,0,0,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,4,2,4,"right",1100,353,108.576,0,0,4,2,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,3,7,"right",1100,372,108.576,0,0,7,3,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,4,4,8,"right",200,575,108.576,0,1,8,4,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,4,5,5,"right",200,626,108.576,0,0,5,5,0,0.0225846925972397,1067.24709302326,871.000777932449
1,4,6,7,"right",200,627,108.576,0,0,7,6,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,3,3,"right",1100,922,108.576,0,1,3,3,0,0.0225846925972397,1067.24709302326,871.000777932449
1,4,10,9,"left",1100,559,108.576,1,1,9,10,1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,8,10,"right",1100,586,108.576,1,0,8,10,2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,6,10,"right",1100,700,108.576,0,1,10,6,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,4,9,1,"left",200,1082,108.576,1,0,1,9,8,0.0225846925972397,1067.24709302326,871.000777932449
1,4,3,4,"right",1100,528,108.576,1,0,3,4,1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,5,3,"left",1100,597,108.576,1,0,3,5,2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,5,10,"right",200,839,108.576,1,0,5,10,5,0.0225846925972397,1067.24709302326,871.000777932449
1,4,4,7,"right",1100,615,108.576,0,0,7,4,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,4,10,6,"left",200,919,108.576,1,0,6,10,4,0.0225846925972397,1067.24709302326,871.000777932449
1,4,2,4,"right",200,1148,108.576,1,1,2,4,2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,9,5,"left",200,1751,108.576,1,1,5,9,4,0.0225846925972397,1067.24709302326,871.000777932449
1,4,10,9,"left",1100,1282,108.576,0,0,10,9,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,2,6,"right",200,1008,108.576,1,0,2,6,4,0.0225846925972397,1067.24709302326,871.000777932449
1,4,8,4,"left",1100,1057,108.576,1,0,4,8,4,0.0225846925972397,1067.24709302326,871.000777932449
1,4,9,6,"left",1100,864,108.576,0,0,9,6,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,4,6,5,"left",200,1759,108.576,0,0,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,7,2,"left",1100,505,108.576,0,0,7,2,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,4,5,4,"left",1100,471,108.576,0,0,5,4,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,4,2,"left",1100,734,108.576,0,1,4,2,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,7,2,"left",200,538,108.576,0,0,7,2,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,4,5,5,"right",200,1789,108.576,1,0,5,5,0,0.0225846925972397,1067.24709302326,871.000777932449
1,4,5,7,"right",200,846,108.576,0,0,7,5,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,2,10,"right",1100,357,108.576,0,0,10,2,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,4,3,1,"left",200,1297,108.576,1,0,1,3,2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,5,6,"right",200,1438,108.576,1,0,5,6,1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,10,10,"right",1100,446,108.576,0,0,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,4,3,5,"right",1100,574,108.576,0,0,5,3,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,8,7,"left",200,1577,108.576,1,0,7,8,1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,3,3,"right",1100,442,108.576,1,1,3,3,0,0.0225846925972397,1067.24709302326,871.000777932449
1,4,9,1,"left",200,1851,108.576,1,0,1,9,8,0.0225846925972397,1067.24709302326,871.000777932449
1,4,8,3,"left",1100,1625,108.576,0,0,8,3,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,4,1,5,"right",200,849,108.576,1,0,1,5,4,0.0225846925972397,1067.24709302326,871.000777932449
1,4,7,6,"left",200,1768,108.576,1,1,6,7,1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,8,1,"left",1100,498,108.576,0,1,8,1,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,4,10,1,"left",200,592,108.576,0,0,10,1,-9,0.0225846925972397,1067.24709302326,871.000777932449
1,4,7,4,"left",200,738,108.576,0,1,7,4,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,4,6,8,"right",1100,326,108.576,1,1,6,8,2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,4,7,"right",1100,595,108.576,0,0,7,4,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,4,9,7,"left",200,2357,108.576,1,0,7,9,2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,4,4,"right",200,2590,108.576,1,1,4,4,0,0.0225846925972397,1067.24709302326,871.000777932449
1,4,8,10,"right",1100,366,108.576,0,1,10,8,-2,0.0225846925972397,1067.24709302326,871.000777932449
