"subject","block","leftpoints","rightpoints","responselocation","rsi","rt","blocktime","transcode","stimrep","current_pv","other_pv","difference","subject_error","rt_mean","rt_sd"
17,6,9,9,"left",200,1159,135.507,0,1,9,9,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,6,8,"left",200,698,135.507,0,1,6,8,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,8,2,"left",200,639,135.507,0,0,8,2,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,5,6,"left",200,800,135.507,0,1,5,6,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,2,9,"left",1100,605,135.507,0,1,2,9,7,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,9,2,"left",1100,574,135.507,0,0,9,2,-7,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,6,7,"left",1100,481,135.507,0,0,6,7,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,5,5,"left",200,512,135.507,0,0,5,5,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,8,10,"left",1100,501,135.507,0,0,8,10,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,1,2,"left",200,819,135.507,0,0,1,2,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,1,1,"left",200,419,135.507,0,0,1,1,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,3,2,"left",200,404,135.507,0,0,3,2,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,4,6,"left",200,534,135.507,0,0,4,6,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,4,5,"left",200,866,135.507,0,0,4,5,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,9,9,"left",1100,457,135.507,0,1,9,9,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,1,2,"left",200,432,135.507,0,0,1,2,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,1,2,"left",1100,376,135.507,0,0,1,2,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,5,7,"left",1100,459,135.507,0,0,5,7,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,4,10,"left",200,443,135.507,0,1,4,10,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,8,3,"left",1100,402,135.507,0,0,8,3,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,7,8,"left",200,412,135.507,0,0,7,8,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,9,5,"left",1100,445,135.507,0,1,9,5,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,5,6,"left",200,742,135.507,0,0,5,6,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,6,4,"left",200,546,135.507,0,0,6,4,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,4,10,"left",200,286,135.507,0,0,4,10,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,10,4,"left",1100,408,135.507,0,0,10,4,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,10,4,"left",1100,465,135.507,0,1,10,4,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,6,10,"left",200,576,135.507,0,0,6,10,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,9,1,"left",1100,595,135.507,0,0,9,1,-8,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,10,8,"left",200,477,135.507,0,0,10,8,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,8,1,"left",200,532,135.507,0,0,8,1,-7,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,4,8,"left",1100,608,135.507,0,0,4,8,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,9,9,"left",1100,442,135.507,0,1,9,9,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,3,8,"left",200,546,135.507,0,0,3,8,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,9,4,"left",200,495,135.507,0,0,9,4,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,5,2,"left",200,341,135.507,0,0,5,2,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,9,5,"left",200,280,135.507,0,0,9,5,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,1,7,"left",200,303,135.507,0,0,1,7,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,10,4,"left",200,461,135.507,0,0,10,4,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,9,8,"left",1100,445,135.507,0,1,9,8,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,8,3,"left",1100,373,135.507,0,0,8,3,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,8,7,"left",1100,464,135.507,0,0,8,7,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,9,6,"left",200,456,135.507,0,0,9,6,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,6,3,"left",1100,439,135.507,0,0,6,3,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,4,2,"left",200,543,135.507,0,1,4,2,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,3,4,"left",200,467,135.507,0,1,3,4,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,10,7,"left",1100,602,135.507,0,0,10,7,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,3,5,"left",1100,828,135.507,0,0,3,5,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,7,6,"left",200,444,135.507,0,1,7,6,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,1,5,"left",1100,789,135.507,0,0,1,5,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,4,8,"left",1100,1182,135.507,0,0,4,8,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,6,10,4,"left",200,664,135.507,0,1,10,4,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,7,"left",1100,399,127.166,0,0,3,7,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,5,2,"left",1100,401,127.166,0,0,5,2,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,8,"left",200,458,127.166,0,0,3,8,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,7,3,"left",200,513,127.166,0,0,7,3,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,6,"left",200,399,127.166,0,0,1,6,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,2,"left",1100,472,127.166,0,0,3,2,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,8,2,"left",1100,415,127.166,0,0,8,2,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,9,"left",200,536,127.166,0,0,9,9,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,7,"left",1100,292,127.166,0,0,9,7,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,10,"left",1100,347,127.166,0,0,6,10,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,8,4,"left",1100,383,127.166,0,0,8,4,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,4,"left",1100,569,127.166,0,0,9,4,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,2,"left",1100,401,127.166,0,0,9,2,-7,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,7,"left",1100,603,127.166,0,0,2,7,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,10,1,"left",200,428,127.166,0,1,10,1,-9,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,2,"left",1100,533,127.166,0,0,2,2,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,4,7,"left",1100,793,127.166,0,0,4,7,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,4,3,"left",200,467,127.166,0,0,4,3,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,1,"left",1100,1084,127.166,0,0,6,1,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,10,"left",200,490,127.166,0,0,3,10,7,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,3,"left",200,480,127.166,0,0,6,3,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,4,"left",1100,398,127.166,0,0,9,4,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,8,6,"left",1100,1007,127.166,0,0,8,6,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,7,"left",1100,936,127.166,0,1,6,7,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,5,"left",1100,428,127.166,0,0,3,5,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,3,"left",200,483,127.166,0,0,6,3,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,10,"left",200,530,127.166,0,0,1,10,9,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,5,4,"left",200,678,127.166,0,0,5,4,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,9,"left",1100,557,127.166,0,0,1,9,8,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,10,3,"left",200,449,127.166,0,0,10,3,-7,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,4,"left",1100,680,127.166,0,0,1,4,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,4,5,"left",1100,503,127.166,0,0,4,5,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,7,"left",1100,380,127.166,0,1,2,7,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,5,3,"left",200,583,127.166,0,0,5,3,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,7,10,"left",200,361,127.166,0,1,7,10,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,6,"left",200,429,127.166,0,0,9,6,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,2,"left",1100,606,127.166,0,1,9,2,-7,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,7,"left",1100,423,127.166,0,0,6,7,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,1,"left",1100,519,127.166,0,0,3,1,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,5,8,"left",1100,380,127.166,0,0,5,8,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,9,"left",1100,367,127.166,0,0,3,9,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,6,"left",200,354,127.166,0,1,3,6,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,10,10,"left",1100,414,127.166,0,1,10,10,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,8,1,"left",1100,343,127.166,0,0,8,1,-7,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,9,"left",1100,483,127.166,0,0,1,9,8,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,5,2,"left",1100,401,127.166,0,0,5,2,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,4,"left",200,475,127.166,0,0,9,4,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,2,"left",1100,450,127.166,0,0,2,2,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,5,5,"left",200,457,127.166,0,0,5,5,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,8,"left",1100,425,127.166,0,0,6,8,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,1,"left",200,410,127.166,0,0,1,1,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,8,4,"left",1100,491,127.166,0,0,8,4,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,8,"left",1100,482,127.166,0,0,2,8,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,9,"left",200,504,127.166,0,0,6,9,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,8,"left",1100,341,127.166,0,0,9,8,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,5,10,"left",1100,402,127.166,0,0,5,10,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,7,"left",200,547,127.166,0,0,2,7,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,8,2,"left",200,510,127.166,0,0,8,2,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,6,"left",200,347,127.166,0,0,1,6,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,7,10,"left",1100,367,127.166,0,1,7,10,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,10,6,"left",1100,394,127.166,0,0,10,6,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,2,"left",200,388,127.166,0,0,6,2,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,10,"left",200,434,127.166,0,0,3,10,7,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,9,"left",200,539,127.166,0,0,2,9,7,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,5,6,"left",1100,343,127.166,0,0,5,6,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,8,1,"left",1100,515,127.166,0,0,8,1,-7,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,7,"left",200,1208,127.166,0,1,1,7,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,6,"left",1100,545,127.166,0,1,9,6,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,7,2,"left",200,597,127.166,0,0,7,2,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,8,"left",200,999,127.166,0,0,3,8,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,10,6,"left",1100,328,127.166,0,0,10,6,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,9,"left",1100,477,127.166,0,0,6,9,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,3,"left",1100,860,127.166,0,0,2,3,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,4,4,"left",200,627,127.166,0,0,4,4,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,2,"left",1100,428,127.166,0,1,6,2,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,4,"left",1100,533,127.166,0,0,1,4,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,10,5,"left",200,513,127.166,0,0,10,5,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,5,"left",1100,437,127.166,0,0,9,5,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,10,4,"left",200,630,127.166,0,0,10,4,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,5,"left",200,406,127.166,0,1,2,5,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,9,"left",1100,448,127.166,0,0,3,9,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,6,10,"left",1100,568,127.166,0,0,6,10,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,4,10,"left",1100,498,127.166,0,0,4,10,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,1,"left",1100,600,127.166,0,0,3,1,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,1,8,"left",200,1185,127.166,0,0,1,8,7,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,9,3,"left",1100,483,127.166,0,0,9,3,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,2,4,"left",200,457,127.166,0,1,2,4,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,7,3,7,"left",200,457,127.166,0,0,3,7,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,9,"left",1100,352,120.189,0,0,1,9,8,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,9,"left",200,595,120.189,0,0,1,9,8,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,7,3,"left",1100,509,120.189,0,0,7,3,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,3,"left",1100,411,120.189,0,0,2,3,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,8,7,"left",200,420,120.189,0,1,8,7,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,9,"left",1100,365,120.189,0,0,4,9,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,4,"left",1100,368,120.189,0,1,4,4,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,7,7,"left",200,379,120.189,0,1,7,7,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,6,"left",200,358,120.189,0,1,1,6,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,2,"left",1100,3314,120.189,0,0,5,2,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,3,"left",1100,973,120.189,0,0,9,3,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,6,"left",200,447,120.189,0,0,10,6,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,4,"left",1100,383,120.189,0,0,10,4,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,1,"left",200,634,120.189,0,0,1,1,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,10,"left",200,578,120.189,0,0,2,10,8,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,8,"left",200,604,120.189,0,0,10,8,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,7,"left",1100,525,120.189,0,1,9,7,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,2,"left",200,466,120.189,0,1,1,2,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,3,8,"left",1100,417,120.189,0,0,3,8,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,8,"left",200,425,120.189,0,1,10,8,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,10,"left",200,394,120.189,0,0,1,10,9,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,8,10,"left",1100,405,120.189,0,0,8,10,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,4,"left",1100,470,120.189,0,0,4,4,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,1,"left",1100,357,120.189,0,0,5,1,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,4,"left",200,457,120.189,0,0,1,4,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,7,"left",200,372,120.189,0,1,2,7,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,10,"left",1100,455,120.189,0,0,5,10,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,7,5,"left",200,518,120.189,0,1,7,5,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,2,"left",200,483,120.189,0,1,2,2,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,1,"left",1100,537,120.189,0,0,5,1,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,6,"left",200,773,120.189,0,0,10,6,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,5,"left",200,304,120.189,0,0,10,5,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,7,8,"left",200,422,120.189,0,1,7,8,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,7,6,"left",200,447,120.189,0,0,7,6,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,9,"left",1100,439,120.189,0,0,2,9,7,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,3,3,"left",1100,527,120.189,0,0,3,3,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,6,9,"left",1100,531,120.189,0,0,6,9,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,7,3,"left",200,655,120.189,0,0,7,3,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,7,4,"left",200,967,120.189,0,0,7,4,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,8,"left",1100,513,120.189,0,0,4,8,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,3,6,"left",200,430,120.189,0,1,3,6,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,10,"left",1100,327,120.189,0,0,5,10,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,7,"left",200,732,120.189,0,0,5,7,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,1,"left",1100,632,120.189,0,0,9,1,-8,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,4,"left",1100,408,120.189,0,0,9,4,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,6,7,"left",200,442,120.189,0,0,6,7,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,8,3,"left",200,418,120.189,0,0,8,3,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,6,3,"left",200,723,120.189,0,0,6,3,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,4,"left",1100,400,120.189,0,0,2,4,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,10,"left",200,449,120.189,0,1,5,10,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,6,6,"left",200,417,120.189,0,1,6,6,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,9,"left",1100,402,120.189,0,0,9,9,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,3,6,"left",1100,500,120.189,0,1,3,6,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,6,"left",1100,417,120.189,0,0,5,6,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,1,"left",1100,1074,120.189,0,0,4,1,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,7,7,"left",200,384,120.189,0,0,7,7,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,8,7,"left",1100,419,120.189,0,0,8,7,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,8,10,"left",1100,568,120.189,0,1,8,10,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,8,9,"left",200,547,120.189,0,0,8,9,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,6,"left",1100,463,120.189,0,0,10,6,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,3,"left",200,454,120.189,0,0,10,3,-7,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,7,"left",1100,478,120.189,0,0,5,7,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,3,"left",200,525,120.189,0,0,2,3,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,5,"left",200,466,120.189,0,0,4,5,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,9,"left",200,409,120.189,0,0,10,9,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,7,"left",1100,962,120.189,0,0,9,7,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,3,"left",200,373,120.189,0,0,5,3,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,5,"left",200,408,120.189,0,0,5,5,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,3,"left",1100,434,120.189,0,1,4,3,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,3,"left",200,338,120.189,0,1,9,3,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,3,9,"left",200,406,120.189,0,0,3,9,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,6,8,"left",1100,504,120.189,0,0,6,8,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,3,7,"left",200,550,120.189,0,0,3,7,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,4,"left",200,537,120.189,0,0,4,4,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,8,"left",200,637,120.189,0,1,1,8,7,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,10,"left",200,397,120.189,0,1,1,10,9,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,6,9,"left",1100,616,120.189,0,0,6,9,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,8,"left",200,951,120.189,0,0,2,8,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,1,1,"left",1100,586,120.189,0,0,1,1,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,6,"left",200,788,120.189,0,0,5,6,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,10,4,"left",1100,406,120.189,0,0,10,4,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,9,"left",200,832,120.189,0,0,2,9,7,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,2,"right",200,4448,120.189,1,0,4,2,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,6,2,"right",200,980,120.189,0,1,2,6,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,6,6,"right",1100,638,120.189,0,1,6,6,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,4,"right",1100,1198,120.189,0,0,4,9,5,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,5,5,"right",200,663,120.189,0,1,5,5,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,6,"left",200,1383,120.189,1,0,6,9,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,9,3,"left",200,912,120.189,0,0,9,3,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,2,5,"right",1100,577,120.189,1,0,2,5,3,0.0920542635658915,1138.97848101266,3878.45820219225
17,8,4,9,"right",200,939,120.189,0,0,9,4,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,10,5,"left",200,1425,136.251,0,0,10,5,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,1,9,"left",200,625,136.251,0,0,1,9,8,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,7,4,"left",200,674,136.251,0,1,7,4,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,7,8,"left",1100,633,136.251,0,0,7,8,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,2,8,"left",200,1361,136.251,0,0,2,8,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,6,2,"left",1100,443,136.251,0,1,6,2,-4,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,2,10,"left",200,547,136.251,0,0,2,10,8,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,5,4,"left",1100,544,136.251,0,1,5,4,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,5,7,"left",1100,609,136.251,0,0,5,7,2,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,6,5,"left",200,482,136.251,0,0,6,5,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,2,6,"left",1100,793,136.251,0,0,2,6,4,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,7,2,"left",1100,554,136.251,0,0,7,2,-5,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,4,2,"left",1100,494,136.251,0,0,4,2,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,8,2,"left",200,756,136.251,0,0,8,2,-6,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,4,3,"left",200,1406,136.251,0,1,4,3,-1,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,4,4,"left",1100,719,136.251,0,0,4,4,0,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,4,2,"left",200,756,136.251,0,0,4,2,-2,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,9,10,"left",200,639,136.251,0,1,9,10,1,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,4,1,"left",1100,991,136.251,0,0,4,1,-3,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,4,10,"left",1100,849,136.251,0,0,4,10,6,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,10,1,"left",1100,1208,136.251,0,0,10,1,-9,0.0920542635658915,1138.97848101266,3878.45820219225
17,9,4,3,"left",1100,1489,136.251,0,0,4,3,-1,0.0920542635658915,1138.97848101266,3878.45820219225
